mcp_servername,language,integration_type,star_count,violated_rule,violated_rule_name,issue_type,issue_severity,component,fix_guideline,issue_tags,quality_impact
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/google/googlesheetsfile.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/google/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/instagramaccount.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/attachment.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linear/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linearintegration.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/linkedinaccount.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/mentionnotification.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/mentionnotification.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/mentionnotification.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/pdfdocument.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/pptxpresentation.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/shared.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/spreadsheetfile.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/tiktokaccount.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/twitteraccount.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/usagerecord.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/usagerecord.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/usagerecord.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,hashintel.hash:libs/@local/hash-isomorphic-utils/src/system-types/usagerecord.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/hash-frontend/src/components/block-loader/block-loader.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/hash-frontend/src/components/block-loader/block-loader.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@local/hash-subgraph/src/stdlib/subgraph/element/entity-type.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/hash-api/src/graph/knowledge/primitive/entity/before-update-entity-hooks/user-before-update-entity-hook-callback.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@local/hash-subgraph/src/stdlib/subgraph/element/entity.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@blockprotocol/type-system/typescript/src/native/url.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@blockprotocol/graph/src/codegen/postprocess/append-identifier-definitions-to-file-contents.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@blockprotocol/graph/src/codegen/postprocess/prepend-imports-and-exports.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:libs/@blockprotocol/graph/src/codegen/postprocess/prepend-imports-and-exports.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/plugin-browser/src/pages/popup/popup-contents/action-center/automated/select-scope/rows-by-location.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/hash-frontend/src/pages/notes.page/convert-quick-note-to-page-modal.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:apps/hash-api/src/graph/knowledge/primitive/entity.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
hashintel/hash,TypeScript,mined,1151,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,hashintel.hash:tests/hash-backend-integration/src/tests/subgraph/circular.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
turlockmike/hataraku,TypeScript,mined,29,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,turlockmike.hataraku:src/core/tools/list-files.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/cli/mcp.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/cli/codegen_templates/dataModel.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/cli/lib/mcp/tools/tables.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/cli/lib/data.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/cli/lib/data.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/dashboard-common/src/features/data/components/Table/ViewDocument.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/dashboard-common/src/lib/deploymentApi.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,get-convex.convex-backend:npm-packages/dashboard/src/layouts/DeploymentDashboardLayout.tsx,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/demos/tour-chat/0-start/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/demos/tour-chat/1-smileys/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/demos/tour-chat/2-likes/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/demos/tour-chat/3-ai/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/private-demos/convex-tour-chat-tutorial/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,css:S4657,Shorthand properties that override related longhand properties should be avoided,BUG,CRITICAL,get-convex.convex-backend:npm-packages/private-demos/tutorial/src/index.css,"Unexpected shorthand ""margin"" after ""margin-bottom""",,RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/local-store/shared/compare.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/server/router.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/server/router.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/server/router.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/convex/src/server/router.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/node-executor/src/source_package.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
get-convex/convex-backend,Rust,mined,3399,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,get-convex.convex-backend:npm-packages/node-executor/src/source_package.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/TimeIntervals/TimeIntervalsViewItem/TimeIntervalsPlotly.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:nextjs/neurosift-chat-agent-tools/src/lib/tools/dandi_list_neurodata_types.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/DandiPage/hooks/useNeurodataTypesIndex.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/shared/EdfViewer/EdfViewer.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/shared/EdfViewer/TimeseriesItemView/TimeseriesDatasetChunkingClient.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/BehavioralEvents/BehavioralEventsItemView/BehavioralEventsItemView.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/TimeIntervals/TimeIntervalsViewItem/NwbTimeIntervalsView.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/TimeIntervals/TimeIntervalsViewItem/NwbTimeIntervalsWidget.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/SpatialSeries/SpatialSeriesXYView/TimeseriesDatasetChunkingClient.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/TopLevelGroupContentPanel.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/TopLevelGroupContentPanel.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/PSTH/PSTHItemView/PSTHItemView.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/PSTH/PSTHItemView/PSTHUnitWidget.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
flatironinstitute/neurosift,TypeScript,mined,53,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,flatironinstitute.neurosift:src/pages/NwbPage/plugins/PSTH/PSTHItemView/PSTHUnitWidget.tsx,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:apps/web/src/hooks/logFilters/useProcessLogFilters.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:apps/web/src/hooks/logFilters/useProcessLogFilters.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
latitude-dev/latitude-llm,TypeScript,mined,1796,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,latitude-dev.latitude-llm:apps/web/src/hooks/logFilters/useProcessLogFilters.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
